"id_curso","nome_curso","eixos_tematicos","competencias","certificador","conteudista","carga_horaria","disponibilidade_dias","tipo_oferta","apresentacao","publico_alvo","conteudo_programatico","data_lancamento"
"537","UX: Como Melhorar a Experiência do Usuário no Serviço Público Digital","Governo e Transformação Digital / Inovação / Gestão da Informação e do Conhecimento","Visão sistêmica / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","25","30","Curso Aberto","Hoje, inúmeros serviços são acessados pelos meios digitais, e é necessário unificar esses recursos. Você conhece o papel do design centrado no usuário? Sabia que é possível otimizar as interações entre pessoas e computadores? Inscreva-se e venha conhecer a Experiência do Usuário e sua aplicabilidade, que vai além das interfaces digitais e serve para todos os tipos de serviços, produtos e máquinas. Vamos lá?","Agentes públicos e profissionais interessados em Design Centrado no Usuário. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Introdução à Experiência de Usuário A prática da Experiência do Usuário A Experiência do Usuário nos Serviços Públicos.","10/05/22"
"1328","Processamento de Linguagem Natural","Governo e Transformação Digital",NULL,"Enap - Escola Nacional de Administração Pública","Microsoft","4","10","Curso Aberto","Descubra como o Processamento de Linguagem Natural transforma a interação com aplicativos, permitindo que compreendam os usuários. Aprenda a usar ferramentas do Microsoft Azure, como análise de texto, tradução e reconhecimento de voz, para criar soluções avançadas com suporte a linguagens naturais. Inscreva-se agora e inicie sua jornada!","Curso aberto, qualquer pessoa pode se inscrever."," Análise de texto Reconhecimento de fala e sintetização de voz Automação de dispositivos inteligentes com texto","13/01/25"
"1231","Elaboração de editais em BIM","Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Ministério do Desenvolvimento, Indústria, Comércio e Serviços","16","20","Curso Aberto","O curso capacita profissionais da Administração Pública no uso do BIM em licitações de obras e serviços de engenharia. Aborda gestão da informação, normas ABNT NBR 19650 (Partes 1 e 2), boas práticas de fluxo de trabalho e noções de legislação básica, com foco na aplicação prática em projetos públicos.","Profissionais da Administração Pública envolvidos em licitações e contratos de obras e serviços de engenharia. Curso aberto, qualquer interessado pode se inscrever.","Módulo Introdução   Conhecimento básico de legislação relativa à elaboração de editais Elementos mínimos necessários à composição de um edital – Lei n° 14.133/2021   Modalidades de licitações para contratação de projetos e obras   Importância de consideração de fluxo de processos BIM num edital   Itens básicos que se espera em um Termo de Referência num contrato em BIM   Minuta do contrato de prestação de serviços   O que muda na gestão de contrato?","14/01/25"
"463","Comunicação não violenta","Desenvolvimento Pessoal / Comunicação / Gestão de Pessoas / Gestão Pública / Liderança","Foco nos resultados para os cidadãos / Comunicação estratégica","Enap - Escola Nacional de Administração Pública","Secretaria Especial da Receita Federal do Brasil","20","30","Curso Aberto","O que você entende por Comunicação Não Violenta (CNV)? Quer conhecer sobre este assunto? Este curso apresenta os principais conceitos e pilares para a realização de uma comunicação mais assertiva e empática. Há dicas importantes para o aperfeiçoamento pessoal que você não pode deixar de conhecer. Faça sua inscrição e saiba mais!","Agentes públicos que atuam na concepção, no desenvolvimento, na execução e na avaliação de soluções de capacitação para desenvolvimento de competências. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Introdução Observar Sentir Reconhecer Pedir Na prática","21/06/22"
"936","GTFS, GPS e bilhetagem eletrônica no transporte público coletivo","Análise e Ciência de Dados / Gestão da Informação e do Conhecimento","Mentalidade digital / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Frente Nacional de Prefeitos","20","30","Curso Aberto","Neste curso, você conhecerá os aspectos fundamentais para a operacionalização da gestão de dados do transporte público coletivo. Você compreenderá também como aplicar técnicas e ferramentas de estruturação, armazenamento e publicação de dados, identificando os principais desafios e soluções para a gestão de dados padronizados ou provenientes dos sistemas inteligentes de transporte, como o GTFS, o GPS e a bilhetagem eletrônica.","Gestores, gestoras e demais agentes responsáveis pelo planejamento, regulação e fiscalização do transporte público e da mobilidade urbana nos órgãos públicos locais."," Gestão de dados de GTFS Gestão de dados de GPS Gestão de dados de Bilhetagem eletrônica.","19/04/23"
"1030","Instrumentos de Desenvolvimento Urbano Sustentável - Gestão","Políticas Públicas / Gestão Pública / Infraestrutura","Foco nos resultados para os cidadãos / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Ministério das Cidades","30","30","Curso Aberto","Descubra quais são as atribuições dos governos locais na promoção do Desenvolvimento Urbano Sustentável! Neste curso você conhecerá as leis que orientam a gestão urbana a nível municipal e mais especificamente como implementar instrumentos de licenciamento urbano e ambiental, de controle urbano, de zeladoria urbana e de zoneamento, tais como as Zonas Especiais de Interesse Social (ZEIS).","Atuantes na administração pública em nível federal, estadual e municipal. Pesquisadoras e pesquisadores e pessoas interessadas na temática, de modo geral. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Fazendo as coisas acontecerem: a gestão do desenvolvimento urbano Implementação de políticas urbanas e competências locais Reafirmando o compromisso da gestão do desenvolvimento urbano com direito à cidade dos territórios vulnerabilizados. Redes de apoio à gestão de desenvolvimento urbano sustentável","22/11/23"
"860","Compras sustentáveis e a nova lei de licitações","Água e Saneamento / Logística e Compras Públicas","Visão de futuro / Inovação e mudança / Geração de valor para os usuários / Autoconhecimento e desenvolvimento pessoal","Enap - Escola Nacional de Administração Pública","Tribunal de Contas da União","20","30","Curso Aberto","Este curso tratará dos principais conceitos e da fundamentação para a promoção da sustentabilidade no setor público. Você conhecerá o processo de planejamento para uma contratação pública sustentável, compreenderá os principais requisitos da sustentabilidade para realização de compras sustentáveis pela administração pública e a aplicabilidade da nova lei de licitações nesse contexto. Inscreva-se.","Servidores públicos de qualquer esfera e Poder interessados no tema. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Sustentabilidade Planejamento da contratação pública Licitações públicas e a nova Lei de Licitações Requisitos de sustentabilidadeMódulo de Encerramento","22/08/22"
"676","Etiquetado Ambiental Tipo I: sostenibilidad y competitividad para productos y servicios brasileños","Regulação",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","30","30","Curso Aberto","El curso presenta el etiquetado ambiental, destacando sus tipos y programas, las ventajas socio-económico-ambientales y las oportunidades comerciales involucradas. Disponible en versión portugués.","Agentes económicos de la industria y el comercio. Curso abierto, cualquiera puede postularse."," Contextualización del Ecoetiquetado tipo I Ecoetiquetado Tipo I Estudios de caso Estrategia para el ecoetiquetado tipo I de productos y servicios en Brasil y América Latina.","15/10/21"
"1180","Desvendando as desigualdades regionais: uma viagem pelo Brasil","Políticas Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Integração e do Desenvolvimento Regional","8","30","Curso Aberto","O curso apresenta uma jornada por todas as regiões do país. Desenvolvido pela Coordenação Geral de Fortalecimento de Capacidades dos Entes Federados do Ministério da Integração e Desenvolvimento Regional, o curso possibilita o reconhecimento dos desafios de desenvolvimento regional em diversas dimensões. Quer saber mais? Inscreva-se!","Atuantes na administração pública em nível federal, estadual e municipal; pesquisadores e pessoas interessadas na temática, de modo geral."," Apresentação do curso e Ambientações Regionais Enfrentamento dos Desafios","17/07/24"
"1170","Trilho 2 - Criando ambientes de trabalho inclusivos - Trilha - Diversidade e Inclusão","Direitos Humanos e Cidadania",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","100","365","Curso Aberto","A inclusão acontece na construção de ambientes acolhedores para todas as pessoas, independente de suas características e singularidades . Se refere à criação de ambientes e práticas que acolhem, respeitam e valorizam a diversidade presente. Busca garantir que as pessoas, independente de suas diferenças, tenham igualdade de oportunidades.","Duração do trilho em dias 365 dias","Criando ambientes de trabalho inclusivos","24/07/24"
